year,month,tmean_c,tmin_c,tmax_c,p_mm,rh_mean_pct
2004,7,7.010833333333333,1.705,14.190000000000001,0.0,66.88083333333333
2004,8,7.948790322580645,2.7580645161290325,14.529032258064515,0.0,55.29663978494623
2004,9,7.841527777777778,3.29,14.56,0.0,71.20458333333333
2004,10,7.56963141025641,3.6846153846153844,14.473076923076924,0.0,84.453125
2004,11,,,,765.7,
2004,12,,,,600.6,
2005,1,7.168939393939394,3.436363636363636,14.02727272727273,141.2,87.56590909090909
2005,2,8.900297619047619,5.439285714285715,15.014285714285714,95.39999999999999,86.72395833333334
2005,3,7.384274193548387,4.670967741935484,12.509677419354839,183.6,95.15577956989247
2005,4,8.673888888888888,4.616666666666666,14.82,66.1,84.71027777777778
2005,5,8.144117647058822,3.0823529411764703,14.923529411764704,4.5,76.53406862745098
2005,6,7.3156944444444445,1.6233333333333335,15.69,1.7000000000000002,67.07152777777777
2005,7,7.193141025641026,1.0923076923076922,15.192307692307692,1.1,52.05769230769231
2005,8,,,,0.0,
2005,9,8.080235042735042,2.8777777777777778,16.799999999999997,0.0,75.59996438746438
2005,10,7.5659946236559135,3.267741935483871,15.593548387096773,117.5,81.82459677419355
2005,11,8.247997076023392,3.246666666666667,16.59333333333333,27.9,79.86052631578947
2005,12,6.74925,3.532,12.904000000000002,180.0,90.98608333333334
2006,1,7.398660714285714,3.3642857142857143,14.017857142857142,110.3,87.4275
2006,2,8.011054421768707,4.8,13.950000000000001,106.8,92.93575680272109
2006,3,7.438611111111111,4.5375000000000005,13.470833333333333,137.3,94.60125
2006,4,,,,0.0,
2006,5,,,,0.0,
2006,6,,,,0.0,
2006,7,7.596481481481481,2.3866666666666663,15.066666666666666,0.0,62.34638888888889
2006,8,8.031317204301075,2.796774193548387,15.33548387096774,0.0,66.76290322580645
2006,9,8.404166666666667,2.75,16.4,0.0,77.88402777777777
2006,10,,,,0.0,
2006,11,,,,0.0,
2006,12,,,,0.0,
2007,1,,,,0.0,
2007,2,,,,0.0,
2007,3,,,,0.0,
2007,4,,,,0.0,
2007,5,,,,0.0,
2007,6,,,,0.0,
2007,7,7.151470588235294,1.4294117647058824,15.323529411764707,8.4,69.29240196078432
2007,8,7.451612903225806,1.493548387096774,15.845161290322581,5.800000000000001,62.252419354838715
2007,9,8.325972222222223,3.0533333333333332,15.17,14.200000000000001,63.23305555555555
2007,10,7.489516129032259,2.967741935483871,14.63225806451613,124.0,76.73051075268818
2007,11,7.884444444444444,3.8633333333333337,14.993333333333334,110.8,84.35027777777778
2007,12,7.080913978494624,2.806451612903226,13.793548387096775,92.2,79.40954301075269
2008,1,7.3831989247311824,4.038709677419355,13.33548387096774,147.8,89.8641129032258
2008,2,7.1435344827586205,4.1482758620689655,12.796551724137931,198.1,89.53333333333333
2008,3,6.646774193548388,3.57741935483871,11.841935483870968,153.3,90.33319892473119
2008,4,7.305555555555555,3.52,12.979999999999999,104.60000000000001,87.98430555555555
2008,5,7.123790322580645,2.129032258064516,14.106451612903227,18.8,79.8342741935484
2008,6,6.949166666666667,1.3299999999999998,15.09,16.4,69.09069444444444
2008,7,6.339650537634409,0.12258064516129036,15.516129032258064,0.6000000000000001,67.53709677419356
2008,8,7.513709677419355,1.2258064516129032,16.135483870967743,4.800000000000001,70.80040322580645
2008,9,7.8308333333333335,1.9966666666666666,16.57,41.8,69.34652777777778
2008,10,7.26989247311828,3.203225806451613,14.403225806451612,153.2,85.4505376344086
2008,11,7.779861111111112,3.7233333333333336,15.153333333333334,85.8,86.38430555555556
2008,12,7.201881720430107,2.5548387096774197,15.083870967741936,65.2,81.34744623655915
2009,1,7.193413978494624,3.7,13.90967741935484,208.2,89.81209677419355
2009,2,7.359077380952381,4.175,13.453571428571427,154.0,91.70907738095238
2009,3,7.186290322580645,3.7677419354838713,13.558064516129033,274.2,91.7116935483871
2009,4,8.255694444444444,4.6,14.3,129.4,85.33513888888889
2009,5,7.577016129032257,2.335483870967742,15.2,19.6,81.27916666666667
2009,6,7.515138888888888,1.4833333333333334,15.6,5.800000000000001,69.54319444444445
2009,7,6.785168650793651,0.85,15.9,17.2,72.22415674603174
2009,8,,,,0.0,
2009,9,,,,0.0,
2009,10,,,,0.0,
2009,11,,,,0.0,
2009,12,8.084027777777777,4.4,14.6,0.0,82.72847222222222
2010,1,8.767876344086021,4.612903225806452,16.148387096774194,68.8,85.66397849462366
2010,2,9.288839285714285,5.296428571428572,15.835714285714285,156.6,83.67946428571429
2010,3,8.79489247311828,5.148387096774194,15.790322580645162,186.2,88.26814516129032
2010,4,9.043194444444445,4.206666666666667,16.096666666666668,52.6,85.72666666666667
2010,5,7.885752688172043,2.8129032258064517,15.538709677419355,52.800000000000004,80.8356182795699
2010,6,7.418611111111111,1.12,15.573333333333332,3.8000000000000003,71.87847222222221
2010,7,7.104569892473118,0.9774193548387097,16.606451612903225,2.6,68.6997311827957
2010,8,7.500672043010753,0.4064516129032258,17.193548387096776,1.4000000000000001,61.12809139784946
2010,9,7.677291666666666,1.7249999999999999,16.133333333333333,19.2,69.41979166666667
2010,10,,,,0.0,
2010,11,,,,0.0,
2010,12,,,,0.0,
2011,1,,,,0.0,
2011,2,6.172142094017094,2.46875,11.78125,41.2,87.4478498931624
2011,3,7.571486908924409,4.155714285714286,13.962285714285715,66.39,92.38700049950049
2011,4,,,,0.0,
2011,5,,,,0.0,
2011,6,,,,0.0,
2011,7,,,,0.0,
2011,8,,,,0.0,
2011,9,,,,0.0,
2011,10,,,,0.0,
2011,11,,,,0.0,
2011,12,,,,0.0,
2012,1,,,,0.0,
2012,2,,,,0.0,
2012,3,,,,0.0,
2012,4,,,,0.0,
2012,5,,,,0.0,
2012,6,,,,0.0,
2012,7,,,,0.0,
2012,8,,,,0.0,
2012,9,,,,0.0,
2012,10,,,,0.0,
2012,11,,,,0.0,
2012,12,,,,0.0,
2013,1,,,,0.0,
2013,2,,,,0.0,
2013,3,,,,0.0,
2013,4,,,,0.0,
2013,5,,,,0.0,
2013,6,,,,0.0,
2013,7,,,,0.0,
2013,8,,,,0.0,
2013,9,,,,0.0,
2013,10,,,,0.0,
2013,11,,,,0.0,
2013,12,,,,0.0,
2014,1,,,,0.0,
2014,2,,,,0.0,
2014,3,,,,0.0,
2014,4,,,,0.0,
2014,5,,,,0.0,
2014,6,8.40945512820513,3.3000000000000003,15.05,0.0,71.55560897435896
2014,7,8.263037634408601,2.4451612903225803,15.44516129032258,3.4,58.663978494623656
2014,8,7.718010752688172,1.3935483870967742,15.993548387096775,1.8000000000000003,58.78467741935484
2014,9,7.953611111111112,2.283333333333333,16.063333333333333,38.8,72.17597222222223
2014,10,8.196102150537635,3.803225806451613,15.006451612903225,13.6,76.03561827956989
2014,11,8.190000000000001,0.5,17.5,0.0,67.985
2014,12,,,,0.0,
2015,1,,,,0.0,
2015,2,,,,0.0,
2015,3,,,,0.0,
2015,4,,,,0.0,
2015,5,,,,0.0,
2015,6,,,,0.0,
2015,7,,,,0.0,
2015,8,8.652440476190476,2.04,17.07,0.5,61.53595238095238
2015,9,8.983194444444445,2.57,17.990000000000002,7.699999999999999,67.98611111111111
2015,10,8.731048387096775,3.480645161290323,17.296774193548387,49.300000000000004,78.77110215053763
2015,11,8.333333333333334,3.6300000000000003,16.34,40.1,81.41625
2015,12,8.842069892473118,3.9516129032258065,17.219354838709677,68.9,83.58575268817204
2016,1,9.380913978494624,4.33225806451613,17.76774193548387,30.1,82.39489247311829
2016,2,9.422844827586207,5.482758620689655,16.79310344827586,85.3,88.76436781609195
2016,3,9.321102150537634,5.019354838709678,16.280645161290323,71.7,88.03024193548387
2016,4,9.013333333333332,4.086666666666667,16.56,57.5,84.88180555555554
2016,5,8.643145161290322,2.4967741935483874,17.016129032258064,5.1,75.16478494623655
2016,6,7.720694444444445,1.6433333333333333,16.103333333333335,2.1,62.77902777777778
2016,7,7.667204301075269,0.8838709677419354,16.654838709677417,1.1,57.162634408602145
2016,8,8.249596774193549,1.2903225806451613,17.358064516129033,0.8,63.635349462365596
2016,9,8.123333333333333,1.7533333333333334,17.62,13.100000000000001,69.34833333333333
2016,10,7.881720430107527,2.135483870967742,17.067741935483873,40.2,77.46115591397849
2016,11,8.089166666666667,0.5366666666666667,19.146666666666665,9.0,59.304722222222225
2016,12,7.594354838709678,3.835483870967742,14.787096774193548,83.60000000000001,89.7600806451613
2017,1,7.384408602150537,3.8774193548387097,13.525806451612903,90.9,92.07930107526882
2017,2,7.118898809523809,3.789285714285714,13.832142857142857,98.7,94.56934523809524
2017,3,7.511424731182795,4.016129032258065,14.035483870967743,135.1,94.69059139784946
2017,4,8.094583333333334,3.7933333333333334,15.379999999999999,59.3,89.52180555555556
2017,5,7.842876344086021,3.2806451612903227,14.216129032258063,29.0,88.17016129032258
2017,6,7.3359000000000005,1.584,15.847999999999999,0.8,76.28993333333334
2017,7,,,,0.0,
2017,8,7.769907407407406,1.6111111111111112,16.766666666666666,1.4000000000000001,68.55617283950617
2017,9,8.634861111111112,2.94,16.976666666666667,37.6,69.805
2017,10,8.331317204301074,2.893548387096774,16.796774193548387,96.4,77.87701612903226
2017,11,7.422916666666667,1.9899999999999998,16.163333333333334,63.800000000000004,77.03708333333334
2017,12,7.273521505376344,3.3,14.635483870967741,126.60000000000001,90.39354838709677
2018,1,7.054166666666667,2.696774193548387,14.345161290322581,151.79999999999998,87.35510752688171
2018,2,7.600595238095238,3.367857142857143,15.35,124.8,88.828125
2018,3,8.080779569892472,4.212903225806452,15.09032258064516,255.8,89.67903225806452
2018,4,7.718333333333334,3.503333333333333,14.503333333333334,93.0,84.65597222222223
2018,5,7.746370967741935,2.6193548387096777,15.161290322580646,52.6,84.17836021505376
2018,6,7.2747222222222225,1.5233333333333334,14.736666666666668,4.3999999999999995,66.17083333333333
2018,7,7.393145161290323,1.3516129032258064,15.103225806451613,9.0,62.590053763440864
2018,8,7.975672043010753,1.6516129032258065,16.219354838709677,8.200000000000001,62.240188172043005
2018,9,7.916527777777778,1.34,17.236666666666668,35.8,67.89347222222223
2018,10,7.493817204301076,2.364516129032258,16.119354838709675,133.0,80.60362903225807
2018,11,7.9077777777777785,3.533333333333333,15.346666666666666,132.6,87.50888888888889
2018,12,8.091666666666667,2.864516129032258,16.361290322580643,119.6,78.27002688172043
2019,1,8.179032258064517,4.248387096774193,14.73225806451613,206.2,84.64018817204301
2019,2,8.404315476190476,4.839285714285714,15.171428571428573,186.8,91.30074404761903
2019,3,8.402956989247311,4.767741935483872,15.35483870967742,201.0,90.43225806451613
2019,4,8.643333333333334,4.04,15.983333333333333,95.4,87.37916666666666
2019,5,8.571439393939395,4.029999999999999,15.670000000000002,5.8,80.3071212121212
2019,6,,,,0.0,
2019,7,,,,0.0,
2019,8,,,,0.0,
2019,9,,,,0.0,
2019,10,,,,0.0,
2019,11,,,,0.0,
2019,12,,,,0.0,
2020,1,,,,0.0,
2020,2,,,,0.0,
2020,3,,,,0.0,
2020,4,,,,0.0,
2020,5,,,,0.0,
2020,6,,,,0.0,
2020,7,,,,0.0,
2020,8,,,,0.0,
2020,9,,,,0.0,
2020,10,,,,0.0,
2020,11,,,,0.0,
2020,12,,,,0.0,
2021,1,,,,0.0,
2021,2,,,,0.0,
2021,3,,,,0.0,
2021,4,,,,0.0,
2021,5,,,,0.0,
2021,6,,,,0.0,
2021,7,,,,0.0,
2021,8,,,,0.0,
2021,9,,,,0.0,
2021,10,,,,0.0,
2021,11,,,,0.0,
2021,12,,,,0.0,
2022,1,,,,0.0,
2022,2,,,,0.0,
2022,3,,,,0.0,
2022,4,,,,0.0,
2022,5,7.719953703703704,1.8409259259259259,16.871148148148148,19.559,81.0947839506173
2022,6,6.6027097222222215,0.6269666666666667,16.220299999999998,8.382,73.60402777777777
2022,7,7.577233870967742,0.5607096774193547,16.7628064516129,1.778,61.703897849462365
2022,8,7.450668010752688,0.15006451612903227,18.16532258064516,2.794,69.21747311827957
2022,9,7.752002777777777,1.2140666666666666,17.98796666666667,39.372,75.36027777777778
2022,10,8.00703494623656,1.9069999999999998,18.455516129032258,23.114,77.0130376344086
2022,11,8.209586111111111,1.7217666666666667,18.397,24.64,73.15027777777777
2022,12,7.5885094086021505,2.260516129032258,16.743903225806452,58.172,83.05470430107526
2023,1,7.235030913978495,3.4063870967741936,14.412967741935484,65.279,90.75645161290322
2023,2,8.736157738095239,4.492178571428571,17.321642857142855,58.678,87.12261904761905
2023,3,7.718462365591398,3.585483870967742,15.203451612903226,98.049,87.60537634408601
2023,4,8.383602777777778,3.7754,16.0684,41.911,86.81625000000001
